Robots,Duracion,Prueba,Percentil,Distancia,Peligrosidad,Cobertura,%Cobertura
3,10,9,50,977.4011537017761,20.214999999999996,350.0,60.763888888888886
3,10,9,75,982.2539674441618,18.325,377.0,65.45138888888889
3,10,9,100,1107.1067811865476,19.824999999999996,432.0,75.0
3,10,10,25,779.4112549695428,16.410000000000004,244.0,42.36111111111111
3,10,10,50,965.685424949238,18.409999999999997,338.0,58.68055555555556
3,10,10,75,864.2640687119285,19.560000000000002,365.0,63.36805555555556
3,10,10,100,832.5483399593904,16.895000000000007,367.0,63.71527777777778
3,10,11,25,655.9797974644666,12.52,177.0,30.729166666666668
3,10,11,50,792.5483399593904,13.660000000000002,298.0,51.736111111111114
3,10,11,75,780.8326112068523,13.21,368.0,63.888888888888886
3,10,11,100,639.4112549695428,9.190000000000001,390.0,67.70833333333334
3,10,12,25,682.842712474619,11.450000000000003,135.0,23.4375
3,10,12,50,664.2640687119285,10.889999999999999,272.0,47.22222222222222
3,10,12,75,878.8225099390856,13.445,320.0,55.55555555555556
3,10,12,100,1038.8225099390856,21.905,351.0,60.9375
3,10,13,25,451.1269837220809,8.245,189.0,32.8125
3,10,13,50,969.1168824543142,22.290000000000003,283.0,49.13194444444444
3,10,13,75,1049.1168824543142,21.37,305.0,52.951388888888886
3,10,13,100,812.5483399593904,14.959999999999999,399.0,69.27083333333334
3,15,1,25,1235.3910524340095,23.934999999999995,391.0,67.88194444444444
3,15,1,50,1411.9595949289333,24.705000000000005,458.0,79.51388888888889
3,15,1,75,1082.2539674441618,21.585,508.0,88.19444444444444
3,15,1,100,1098.8225099390856,17.504999999999995,521.0,90.45138888888889
3,15,2,25,1403.6753236814714,30.245,390.0,67.70833333333334
3,15,2,50,1097.4011537017761,20.564999999999998,464.0,80.55555555555556
3,15,2,75,1408.528137423857,27.055,488.0,84.72222222222221
3,15,2,100,1658.2337649086285,32.815000000000005,498.0,86.45833333333334
3,15,3,25,749.1168824543142,13.325000000000005,212.0,36.80555555555556
3,15,3,50,865.685424949238,16.18,438.0,76.04166666666666
3,15,3,75,1280.2438661763952,21.765,492.0,85.41666666666666
3,15,3,100,1240.2438661763952,21.365000000000006,524.0,90.97222222222221
3,15,4,25,684.2640687119285,12.400000000000002,254.0,44.09722222222222
3,15,4,50,1428.528137423857,28.634999999999994,409.0,71.00694444444444
3,15,4,75,1793.3809511662428,35.03500000000001,464.0,80.55555555555556
3,15,4,100,1489.9494936611666,29.645,486.0,84.375
3,15,5,25,833.9696961966999,14.865000000000002,279.0,48.4375
3,15,5,50,850.5382386916237,15.825000000000003,349.0,60.59027777777778
3,15,5,75,784.2640687119285,12.025000000000002,398.0,69.09722222222221
3,15,5,100,824.2640687119285,14.694999999999995,456.0,79.16666666666666
3,15,6,25,827.6955262170047,15.955000000000002,303.0,52.604166666666664
3,15,6,50,913.9696961966999,17.209999999999997,383.0,66.49305555555556
3,15,6,75,909.1168824543142,16.9,424.0,73.61111111111111
3,15,6,100,873.9696961966999,15.18,466.0,80.90277777777779
3,15,7,25,1082.2539674441618,22.220000000000002,283.0,49.13194444444444
3,15,7,50,935.9797974644666,21.929999999999993,331.0,57.46527777777778
3,15,7,75,905.685424949238,16.24,394.0,68.40277777777779
3,15,7,100,1040.8326112068523,23.215000000000003,398.0,69.09722222222221
3,15,8,25,534.5584412271571,9.315000000000001,155.0,26.90972222222222
3,15,8,50,860.8326112068523,16.210000000000004,221.0,38.36805555555556
3,15,8,75,772.5483399593904,13.099999999999996,271.0,47.04861111111111
3,15,8,100,1175.3910524340095,24.01,304.0,52.77777777777778
3,15,9,25,627.6955262170047,12.854999999999997,190.0,32.98611111111111
3,15,9,50,829.1168824543142,14.174999999999999,310.0,53.81944444444444
3,15,9,75,892.5483399593904,18.685000000000006,334.0,57.986111111111114
3,15,9,100,958.8225099390856,17.395,371.0,64.40972222222221
3,15,10,25,314.5584412271571,5.005000000000001,144.0,25.0
3,15,10,50,759.4112549695428,16.49,327.0,56.770833333333336
3,15,10,75,978.8225099390856,17.669999999999998,416.0,72.22222222222221
3,15,10,100,962.2539674441618,18.269999999999996,463.0,80.38194444444444
3,15,11,25,277.9898987322333,4.67,208.0,36.11111111111111
3,15,11,50,1173.9696961967,26.015000000000008,316.0,54.861111111111114
3,15,11,75,1013.9696961966999,23.890000000000004,399.0,69.27083333333334
3,15,11,100,950.5382386916237,15.92,477.0,82.8125
3,15,12,25,992.5483399593904,20.620000000000005,240.0,41.66666666666667
3,15,12,50,933.9696961966999,16.38,361.0,62.673611111111114
3,15,12,75,940.8326112068523,17.579999999999995,433.0,75.17361111111111
3,15,12,100,917.4011537017761,15.489999999999998,439.0,76.21527777777779
3,15,13,25,499.4112549695428,7.425,257.0,44.61805555555556
3,15,13,50,559.4112549695428,9.34,327.0,56.770833333333336
3,15,13,75,963.6753236814714,17.655,405.0,70.3125
3,15,13,100,1107.1067811865476,20.340000000000003,451.0,78.29861111111111
